word,count,examples
testing,1,corpus/interview-002.md: ...yaVoXMsQ&t=1395s)  Can you hear me now? Testing testing.  ## Anne Spalter [23:23](https://www.y...
met,1,corpus/interview-005.md: ...e me Patrick Steve Oz and Helen that we met met up and sort of started kicking ideas ar...
minute,1,corpus/interview-005.md: ...nvas so to speak because I it took me a minute minute to realize that what was going on thoug...
lighting,1,corpus/interview-005.md: ...t like just the being able to play with lighting lighting and shadows color theory general compos...
cool,1,corpus/interview-005.md: ....com/watch?v=qE6D2wrr1rU&t=1773s)  Yeah cool cool right on yeah I mean I know you mention...
necessarily,1,"corpus/interview-005.md: ...hat. And just because, because I didn't necessarily necessarily follow or fit into the boxes of, okay, ..."
worth,1,corpus/interview-005.md: ...of this yeah like wow this is something worth worth you know moving forward with you know a...
rocks,1,corpus/interview-005.md: ...ia since since you know start with like rocks rocks were available you know so to me it's l...
funny,1,corpus/interview-005.md: .../watch?v=qE6D2wrr1rU&t=3586s)  But it's funny funny how things change and develop yeah no a...
family,1,corpus/interview-005.md: ... have a not necessarily strained but my family family does at times feel like it's like the s...
mirroring,1,"corpus/interview-005.md: ...U&t=3846s)  Yes. This one is. I use the mirroring mirroring technique, and this is actually the sam..."
lays,1,corpus/interview-006.md: ...art of my voice so I'd say that kind of lays lays the lays the groundwork of how I resona...
political,1,corpus/interview-006.md: ...king we're looking at them as supremely political political positions and right the thing is that g...
begging,1,corpus/interview-006.md: ...logy and the one thing that I'm kind of begging begging the argument of is saying is that I'm j...
button,1,corpus/interview-006.md: ... someone said oh you mean you pressed a button button and the computer did it for you.  Sorry...
zen,1,"corpus/interview-006.md: ...ou know, kind of almost like, you know, Zen Zen data, good tie, you know, in the, you k..."
old,1,corpus/interview-006.md: ... style transfers from photographs of my old old institution in abu dhabi inside univers...
said,1,corpus/interview-007.md: ...t=3451s)  Where our lives I thought you said said light our lives lives it's nature it's ...
lives,1,corpus/interview-007.md: ...lives I thought you said said light our lives lives it's nature it's where nature exists be...
smaller,1,"corpus/interview-007.md: ...lds. So if you start making smaller and smaller smaller, how do you view the work that way? Wha..."
gets,1,"corpus/interview-008.md: ...that can be made through the space that gets gets beyond the body in a way. So it's, it's..."
zero,1,"corpus/interview-009.md: ...id on Spotify something like zero point zero zero zero five cents, five dollars per strea..."
should,1,"corpus/interview-009.md: ...blockchain and blockchain based economy should should exist, you know. And I think that.  Tha..."
vellum,1,corpus/interview-010.md: ...just kept cutting through the vinyl the vellum vellum vellum until it fell out and it creates...
mini,1,"corpus/interview-011.md: ...ow, kind of mini computer, you know, or mini mini mainframe or whatever you want to call ..."
cam,1,corpus/interview-011.md: ... or through various tool paths in a cab cam cam standing for computer aided manufacture...
creative,1,"corpus/interview-012.md: ...much to popularize, you know, the, the, creative creative notions of VR as anybody, don't you thi..."
child,1,corpus/interview-012.md: ...ad our bite chin which was kind of like child child worker but with the with the german fla...
hot,1,corpus/interview-012.md: ...s it in what mccluhan was talking about hot hot and bold media in other words you get y...
legos,1,corpus/interview-013.md: ... thing so some kind of photograms I did legos legos legos so this was a display that I did ...
heavy,1,corpus/interview-013.md: ...kind of working on these sort of really heavy heavy conceptual things so this originally ca...
shapes,1,corpus/interview-013.md: ...derstand that everything we're all just shapes shapes so this is my this is my skelly bot chr...
soon,1,corpus/interview-013.md: ...in the galleries because right well but soon soon I got the vaccine shot number one down ...
wrapping,1,corpus/interview-013.md: ...37s)  I think we can go ahead and start wrapping wrapping this up we our interview has gone over ...
parting,1,corpus/interview-013.md: ...dk&t=4149s)  We made it so you have any parting parting thoughts party insights before we wrap ...
colin,1,"corpus/interview-013.md: ...h for having me and thank you thank you Colin Colin and everybody else, of course, for havi..."
hearing,1,corpus/interview-016.md: ... find most interesting is like you know hearing hearing what artists think about this idea from...
clouds,1,corpus/interview-017.md: ...=972s)  There's a warning sign. There's clouds clouds that are billowing from actually a chim...
seeing,1,corpus/interview-019.md: ...d picking it's still your eye. You know seeing seeing what you want to see.  ## Malavika Mand...
leisure,1,"corpus/interview-019.md: ...the right side, the down bottom is on a leisure leisure and gravy try to understand continuousl..."
text,1,"corpus/interview-019.md: ...y mixed media world, so when I am using text text person is as when I'm working as a tech..."
bombay,1,"corpus/interview-019.md: ...re maximum either from. Srimoyee Mitra, Bombay Bombay I will not say Bombay it was it is a li..."
fearless,1,corpus/interview-020.md: ...ust you know people wanting to think of fearless fearless bravery eternal youth a mystic who hear...
fascinating,1,corpus/interview-021.md: ...und there okay that's cool yeah so it's fascinating fascinating synchronicities and I think I meant it ...
whole,1,"corpus/interview-021.md: ...same group of people, Pollock, and that whole whole set of people. Ippolito came from Italy..."
pop,1,"corpus/interview-021.md: ...re abstract forms. They were out in the pop pop culture. So, but I was digging on, you ..."
patterns,1,"corpus/interview-021.md: ...re. So yeah, there's all these symmetry patterns patterns that Escher, he made zoomorphic pattern..."
makes,1,"corpus/interview-021.md: ...t way. And maybe that's what, you know, makes makes art different from design, you know, in..."
references,1,"corpus/interview-021.md: ...nteresting, you know, how the treatment references references technology, you know, in the way that t..."
graphics,1,corpus/interview-021.md: ...ically you know as we as we can do with graphics graphics are when I say graphics I just as a gen...
look,1,corpus/interview-021.md: ... this kind of chaotic jumble but if you look look again you'll see that the jumble is cre...
expressionism,1,corpus/interview-021.md: ...nteresting portmanteau and the way that expressionism expressionism it just sort of flows phonetically but ...
excuse,1,"corpus/interview-023.md: ...onsideration that. Once you've decided. Excuse excuse me, once you've decided that you want t..."
well,1,corpus/interview-023.md: ... better than others you know people say well well why did why did Jackson Pollock use liq...
bamf,1,corpus/interview-026.md: ...pact of the Batman in themitation is me BAMF BAMF BAMF  ## Nina Sobell [12:29](https://ww...
sixth,1,corpus/interview-026.md: ...ee shows and go to the museums together sixth sixth grade and he said that I was an artist ...
elementary,1,"corpus/interview-027.md: ... the different, you know, grade levels, elementary elementary through middle school. And yeah, really..."
food,1,corpus/interview-027.md: ...ringing ritual back into practice.  And food Food's been a very important influential par...
talking,1,"corpus/interview-027.md: ...n, you know. And. You know I was. I was talking talking about this to someone recently. How. Ex..."
wide,1,"corpus/interview-027.md: ... Or you know, there's this sort of very wide wide range of styles. And it would be a mist..."
showed,1,"corpus/interview-027.md: ...r it took to get people's attention, it showed showed people that.  You know, this is not A f..."
various,1,"corpus/interview-028.md: ...kind of Jupiter notebooks, and you know various Various sort of kind of beginner level code poe..."
re,1,"corpus/interview-029.md: ...ng from this early dolls work, which we're re-staging, with the original dancer, who'..."
etc,1,corpus/presentation-003.md: ...Not only lectures but research journals etc etc Yeah they're very excited.  The scienti...
takes,1,corpus/presentation-005.md: ...te a new pixel position and the program takes takes the pixel at the new position from the ...
such,1,"corpus/presentation-006.md: ...ange, where the reason those images are such such powerful as they captured that moment. ..."
individual,1,corpus/presentation-006.md: ... imposes a different something onto the individual individual. So I think that's what you're trying t...
idea,1,corpus/presentation-009.md: ...t fun.  And also it really gives you an idea idea of the process rather than the end prod...
including,1,"corpus/presentation-009.md: ...y for this talk today, we're not really including including video art and movies and things of that..."
south,1,corpus/presentation-009.md: ...e was the head of the art department at South South. And I grew up in Southampton College w...
wireframe,1,"corpus/presentation-009.md: ...lly in Adobe Illustrator, using sort of wireframe wireframe tools.  And then projected and then I e..."
street,1,corpus/presentation-009.md: ... you take that image of that particular street street corner or something like that. So anywa...
came,1,"corpus/roundtable-001.md: ...=-8Glurhxyms&t=494s)  Okay, I hope that came came across all right. So I am going to open..."
bleep,1,"corpus/roundtable-002.md: ...nfident. You know, I learned how to say bleep bleep. I guess we're on Techspressionism. We ..."
ha,1,"corpus/roundtable-002.md: ...a woman only gets one? I mean, that's a ha ha funny kind of joke I'm making as a femi..."
silica,1,"corpus/roundtable-003.md: ...uch of it. And I wanted to add silicone silica silica, because I, because I like to do too mu..."
between,1,"corpus/roundtable-003.md: ...curious as an artist, what that meshing between between not just science, but a particular area..."
icbm,1,corpus/roundtable-004.md: ... the computer being one of them so that icbm icbm missile mapping system was like wow you...
specialize,1,"corpus/roundtable-004.md: ...erns like many things we always have to specialize specialize always specialize. But in the end, I th..."
over,1,"corpus/roundtable-005.md: ...o, you know, Davo kind of really got me over over any trepidation I might have had for jo..."
either,1,"corpus/roundtable-005.md: ...al training? Was that important to you, either Either in school or education wise? Or did you..."
freed,1,"corpus/roundtable-005.md: ...o defined explanation, and that kind of freed Freed me from. You know it allowed me to open..."
much,1,corpus/salon-008.md: ...good in Instagram I realized that I had much much to learn because I saw things that I kn...
eager,1,corpus/salon-008.md: ...w that people could do and I was really eager eager to learn a lot because yeah I honestly ...
years,1,corpus/salon-008.md: ...at's been. We've been doing for several years years now we've just never had it had a way t...
deeper,1,corpus/salon-008.md: ...st me you know and something that has a deeper deeper something going on with it that has to ...
kunstmatrix,1,"corpus/salon-008.md: ...s like people have asked me, well, does Kunstmatrix Kunstmatrix accept placement of looping videos? I d..."
playful,1,corpus/salon-009.md: ...th respect you know it's more of like a playful playful exploration not like you know not tryin...
minutes,1,corpus/salon-009.md: ...as far as five artists roughly five ish minutes minutes per artist and then intros and then sor...
aspire,1,"corpus/salon-010.md: ...these other ones kind of came from. And aspire aspire beauty was kind of that, that like that..."
everyone's,1,"corpus/salon-010.md: ... is like, you know, that it's basically everyone's everyone's an artist in here and, you know, everyo..."
plus,1,"corpus/salon-010.md: ...hey're giving us sort of like a premium plus plus plus package would like, you know, so t..."
seen,1,corpus/salon-010.md: ...w you what that looks like too you guys seen seen a screen yes yeah okay so let me just y...
quickly,1,corpus/salon-011.md: ...s and meaning what is behind. So I just quickly quickly tell it again. So there's something imp...
zoom,1,corpus/salon-012.md: ... unplug your mic if it's external or oh zoom zoom's a zoom's a fun creature sometimes and...
woo,1,"corpus/salon-012.md: ...w this sounds very romantic and kind of woo woo. But what the hell, man, that's where I..."
plastic,1,"corpus/salon-012.md: ...tures are surrounded by.  You know, the plastic plastic and air in a very basic kind of way. It..."
anything,1,corpus/salon-012.md: ....  It just shows that when you're doing anything anything authentic and interesting comes up it's...
environment,1,"corpus/salon-012.md: ...n there. So we created a 3D interactive environment environment, fully immersive, that was based around..."
discussions,1,"corpus/salon-013.md: ...th all the gallery visits, and many our discussions discussions and even arguments lead me to a whole n..."
dialogue,1,corpus/salon-013.md: ...different thing or I was hearing to our dialogue dialogue with Ross who I think she helped me a l...
ali,1,"corpus/salon-013.md: ... get them on Amazon. That online place, Ali Ali. Ali express or Alibaba. That's it. Yes..."
thinking,1,"corpus/salon-013.md: ...terally like on my devices all the time thinking thinking and talking about this stuff.  And, you..."
platform,1,corpus/salon-014.md: ...is a very you know kind of like a cross-platform platform so to speak for nfts that indexes all t...
happened,1,corpus/salon-014.md: ...ion in hong kong but I believe the drop happened happened on nifty gateway is pretty remarkable s...
curated,1,corpus/salon-014.md: ... now what's happening is you have these curated curated platforms well rare rareables not reall...
rarible,1,corpus/salon-014.md: ...wallet that's used to for the contracts rarible rarible does the same same thing I have two min...
hundred,1,corpus/salon-015.md: ...ch strand of wool and the point of this hundred hundred minute work is that none of these momen...
incredibly,1,corpus/salon-015.md: ...ordered and now we've all got access to incredibly incredibly precise time and with digital clocks an...
during,1,corpus/salon-015.md: ...hat I was doing with machine drawing in during during graduate school so I think what's inter...
c,1,corpus/salon-015.md: ...an interview two days ago two days with c c moses so there's that interview that's ...
mike,1,"corpus/salon-016.md: ...v=syXkJWTwCJc&t=1338s)  Next up is Gary Mike Mike All right, I guess Do the share screen ..."
paint,1,corpus/salon-016.md: ...go in and manipulate the photograph and paint paint and the colors and the richness that yo...
beveled,1,corpus/salon-016.md: ... tell but I assumed that you had either beveled beveled some of your layers or added some shado...
nft,1,"corpus/salon-016.md: ...synergy of visibility, kind of like the NFT NFT show being during freeze, you know. So ..."
start,1,corpus/salon-017.md: ... is so cost and effective for people to start start throwing their hat in the ring for gett...
use,1,corpus/salon-017.md: ...e up. It's a WordPress based site. So I use use WooCommerce as an e-commerce platform. ...
disoriented,1,"corpus/salon-018.md: ...you. So you feel, you feel confused and disoriented disoriented in between those things.  And like at t..."
lovely,1,corpus/salon-018.md: ... you so much for this actually a really lovely lovely question so I'm going to use it in the ...
lee,1,corpus/salon-018.md: ...terested in presenting or oh we do have lee lee musgrove wanted to present also next ti...
near,1,"corpus/salon-020.md: ... us who have been sort of been involved near Near the beginnings of these things, the lim..."
tommy,1,corpus/salon-020.md: ...anhattan like for playground structures Tommy Tommy that's you we're asking you Tom I'm sor...
paradoxical,1,corpus/salon-020.md: ...e of the things that I find like really paradoxical paradoxical about it is it's literally just circles...
boat,1,corpus/salon-021.md: ... because I was like three feet from the boat boat if I'd been really far away.  But I was...
france,1,corpus/salon-021.md: ...apan every year of course I've lived in france france is not a different not different I mean...
reach,1,corpus/salon-022.md: .... We see that this democracy of art can reach reach many audiences. This is a segment of a ...
tree,1,corpus/salon-023.md: ...e and again inserted these textures the tree tree talk and on the gold at the golden hour...
shakti,1,corpus/salon-024.md: ... of the theme for one exhibition called shakti shakti means power so we have one goddess is c...
slowly,1,corpus/salon-024.md: ...have given pixelating relations because slowly slowly after some time it became like now what...
sleeping,1,"corpus/salon-024.md: ... get over when night and sometime I was sleeping sleeping at 6 o'clock morning, getting up at 2 p..."
facebook,1,corpus/salon-024.md: ...ound the rogue pano group and so and on facebook facebook and I'm like there's a rogue pano group...
line,1,corpus/salon-024.md: ... if you can see this yeah but like this line line never ends and I either put black on on...
thick,1,corpus/salon-024.md: ...like okay now I have like I have like a thick thick body of these and I now I'm gonna be ab...
high,1,corpus/salon-024.md: ...nto like government sanctioned and like high high end A-list artists and I didn't know an...
generally,1,corpus/salon-025.md: ...just send my email of my artwork.  It's generally generally the easiest thing you don't have to pay...
share,1,corpus/salon-025.md: ...TinTin23x yes I'm sorry tintin wants to share share their work so are you are you there tin...
forward,1,corpus/salon-027.md: ...e and all that good stuff and then fast forward forward between that time because I was 2014 wh...
unemployed,1,corpus/salon-027.md: ... this moment during the pandemic. I was unemployed unemployed at that point because I lost my job. I ...
elsa,1,corpus/salon-027.md: ...nk he's Ethiopian I'm not sure. Abraham Elsa Elsa hot Elsa Lahi. And a lot of your work. ...
jump,1,corpus/salon-027.md: ...mp I want excuse me I want to I want to jump jump in it's like I have always been so take...
local,1,"corpus/salon-028.md: ...ah. Yeah. Oh, makes tier because it's a local local and that allows people understand kind ..."
presuprisk,1,corpus/salon-029.md: ... sharing accessibility features such as presuprisk presuprisk at Bowling Green State University in Oh...
octopi,1,corpus/salon-031.md: ...ite big Ursula fan so I like octopus or octopi octopi I think octopi okay octopi so and the t...
womp,1,"corpus/salon-031.md: ... don't know if you can play it or not.  Womp womp. Ah, there we go. So I usually find lik..."
represented,1,corpus/salon-032.md: ...king a little bit about NFTs.  And I am represented represented by Postmasters Gallery now. They're lik...
circuits,1,"corpus/salon-032.md: ...just run, you know, you have to say all circuits circuits and then power into them and patch them..."
open,1,corpus/salon-032.md: ...rm and kind of keeping that you know an open open definition yeah how long ago what was t...
doing,1,corpus/salon-033.md: ...e idea of putting lights in and this is doing doing some construction work on it in his sho...
quite,1,corpus/salon-033.md: ...'re both very different so I think it's quite quite literal what their meanings are it's ju...
love,1,corpus/salon-033.md: ...iption box but I'm sort of the themes I love love the desert I lived in Morocco for a lon...
nigel,1,corpus/salon-033.md: ...cerpt from the brain art book edited by Nigel Nigel Nigel Anton Nigel I'm sorry I'm sorry A...
fourth,1,corpus/salon-033.md: ...ird fourth third somewhere around there fourth fourth fourth yep all right anyway again happy...
shut,1,corpus/salon-034.md: ...ery. Somebody called animal control and shut shut shut the show down and Jeannie Moss fro...
specific,1,"corpus/salon-034.md: ... It's done, but it but it happened at a specific specific time. And sort of an aesthetic that I h..."
looking,1,corpus/salon-034.md: ... each individual collector what they're looking looking for and then it's also the case that li...
walter,1,corpus/salon-034.md: ... you couldn't authenticate or make what walter walter benjamin would refer to as the uniquene...
becoming,1,corpus/salon-034.md: ... what happens you'll get it's much like becoming becoming a clearinghouse for nfts building displ...
short,1,"corpus/salon-034.md: ... to press them about that idea, you get short short circuits because they don't actually re..."
anyway,1,corpus/salon-034.md: ...we totally have space we can make space anyway anyway anyway it would be easier to set up a r...
able,1,corpus/salon-035.md: ...e role. I find a lot of thing I was not able able to transport during traveling. So I dec...
paris,1,corpus/salon-035.md: ...ith each other and then the next one is paris paris 1889 and I'll read that one okay paris ...
included,1,corpus/salon-036.md: ...s this little bird carcass and that got included included in a lot of my digital work.  Dead bird...
self,1,"corpus/salon-036.md: ... within 24 hours. And now this is the,, self self-portrait series that I put up there. So..."
ar,1,"corpus/salon-036.md: ...eally good thing. It's an open source,, AR AR toolkit and that sort of thing. So yeah..."
include,1,corpus/salon-038.md: ...hey'd all love you. And they'd probably include include you in their next book.  For sure. I'll...
pushed,1,"corpus/salon-038.md: ...d together, but it seems like it's also pushed pushed away the idea of people actually being ..."
tool,1,corpus/salon-039.md: ... games.  It's a very interesting useful tool tool. That's also how some people have been ...
left,1,"corpus/salon-040.md: ...r here where I'm pointing in the bottom left left, I knew it would be folded.  So I incor..."
anyone,1,"corpus/salon-040.md: ...at that we're talking about, presenting anyone anyone else like to go now? I think, well, I'm..."
videos,1,"corpus/salon-040.md: ...brave crashed and I queued up all these videos videos on there, so they would have.  ## Unatt..."
pandemic,1,corpus/salon-041.md: ... Me now In terms of Climate And war And pandemic pandemic and politics. So I reworked it with tha...
originally,1,"corpus/salon-042.md: ...NFT. He's based, I believe in France or originally originally from France, maybe in Spain right now. ..."
space,1,"corpus/salon-042.md: ...nal 3D object, which gives it a kind of space space on a two dimensional picture plane.  ##..."
wherever,1,corpus/salon-042.md: ...jBuIQ&t=8274s)  Morning slash afternoon wherever wherever you might be all  ## Tom Dunn [02:17:59...
mother's,1,corpus/salon-043.md: ...nd pointed out to me recently this past Mother's Mother's Day that you know we are all mothers. A...
discussion,1,corpus/salon-043.md: ...As something to talk about when we have discussion discussion time. I'm watching the clock. I want to...
baba,1,corpus/salon-043.md: ...ny we all broke we don't have a farming Baba Baba actually he built all the customer with...
selling,1,"corpus/salon-043.md: ...ssion so I create my energy, and I keep selling selling selling. And now I even coach other NFT..."
seminar,1,corpus/salon-045.md: ...ow Michael wanted to. Maybe mention the seminar seminar that is going on tomorrow. And if you w...
casey,1,corpus/salon-045.md: ...eresting one with the mccoys definitely casey casey reis today was like pretty incredible t...
raised,1,corpus/salon-046.md: ...ody have before we start going into any raised raised hands does anybody have any questions o...
scholars,1,corpus/salon-046.md: ...use not only do we have artists we have scholars scholars studying you know the society of media ...
basically,1,corpus/salon-046.md: ...onomy scott kildall's piece exotopia is basically basically a VR guide to the known exoplanets and ...
victor,1,"corpus/salon-046.md: ...not? OK, well, how about you know what? Victor Victor is in the show. One moment. OK, great. ..."
entire,1,corpus/salon-046.md: ... what you brought in it. You brought an entire entire family together over art and there was ...
displayed,1,"corpus/salon-046.md: ...py to be with you and for my work being displayed displayed in 2022 Weird Media Exhibition. I am, c..."
deeply,1,corpus/salon-046.md: ...or your time and I as and as always I'm deeply deeply grateful to my wife and partner of all ...
series,1,corpus/salon-047.md: ...iverse and that's it that's that little series series. Kind of materiality or not materiality...
geometric,1,corpus/salon-047.md: ...n of a very complex form with like more geometric geometric forms like the discs where it's sort of...
pre,1,corpus/salon-047.md: ... physicality of my youth and growing up pre pre-digital world and everything I think th...
massive,1,corpus/salon-047.md: ... really thank tommy mince for getting a massive massive massive mind shift when working with hi...
finger,1,corpus/salon-047.md: ...e a stylus I never use a styler just my finger finger  ## Michael Pierre Price [01:23:42](htt...
touch,1,corpus/salon-047.md: ...ng sensation of you know over and above touch touch is amazing and there's also this you kn...
close,1,corpus/salon-047.md: ...me here and it looks like we're getting close close to finishing so does anybody have any f...
rectangles,1,corpus/salon-048.md: ... I took this basic composition based on rectangles rectangles and came up with a slightly more elabor...
throwing,1,corpus/salon-048.md: ...iations of love.  Crazy and psycho. And throwing throwing like doing something sort of modernist....
highly,1,corpus/salon-048.md: ...and adapt to it as you know you're in a highly highly and I use this word kind of provocative...
off,1,corpus/salon-048.md: ...today and we'll continue the discussion off off camera as it is and thanks everybody th...
fire,1,corpus/salon-049.md: ...e respond to that hashtag expressionism fire fire fire but like using that as a comment o...
come,1,corpus/salon-049.md: ...ch are these international subgroups to come come in and sort of talk about what they've ...
topic,1,"corpus/salon-049.md: ...ost of the shows in that space had been topic topic base, but drawing off of a regional bas..."
powerful,1,corpus/salon-049.md: ...ctive in my opinion has been much more. Powerful powerful than the individual but however the col...
list,1,"corpus/salon-049.md: ...at uses the word should be on the press list list as far as I'm concerned, because what, ..."
found,1,corpus/salon-049.md: ...ess. And the gentleman I'm working with found found a product which was a music to a digita...
jewish,1,corpus/salon-049.md: ...s actually in a crib yesterday with the Jewish Jewish art salon and in fact Dina Eber was one...
fabrication,1,corpus/salon-049.md: ...DGbCGY&t=5731s)  Okay different ways of fabrication fabrication  ## Colin Goldberg [01:35:34](https://w...
hour,1,corpus/salon-049.md: ... Susan just because we're just over the hour hour and a half mark  ## Susan Detroy [01:36...
relevant,1,corpus/salon-050.md: ...ce of materials process whatever what's relevant relevant what the person presents is what I had ...
upper,1,corpus/salon-050.md: ...n the american piece which is up on the upper upper upper left now like that the flag it's ...
reese,1,corpus/salon-050.md: ...ds good. So next is Reese. Are you here Reese Reese just stepped away for a minute. We'll c...
hybrid,1,corpus/salon-050.md: ... animated and moving. So it's kind of a hybrid hybrid work. And then I'm working on another v...
coming,1,corpus/salon-050.md: ...sets from all these different areas and coming coming together in the VR world.  ## Roz Dimon...
materials,1,corpus/salon-050.md: ...today. Was this interplay of commercial materials materials that are developed for commercial purpo...
core,1,corpus/salon-051.md: ...ork with different you know there was a core core practice that still stayed there and I ...
painter,1,"corpus/salon-052.md: ... Donato, M.D.: The first is the Italian painter painter jato who infused space into our and red..."
neil,1,corpus/salon-052.md: ...leased this fall 2022 with a forward by Neil Neil deGrasse Tyson. He posts daily on Insta...
happening,1,corpus/salon-052.md: ... was talking about with the experiments happening happening at CERN and being able to understand wh...
nyssephour,1,corpus/salon-053.md: .... It was camera was developed by Joseph Nyssephour Nyssephour.  I hope I'm pronouncing that correctly...
easy,1,corpus/salon-053.md: ...ey're starting to market this year it's easy easy to look up and that's probably an examp...
artwork,1,corpus/salon-055.md: ...e ketamine structure of the molecule as artwork artwork I tried coming up with different ideas ...
la,1,corpus/salon-055.md: ...s all just like grandiose or going into La La Land of psychedelics this is an importa...
itself,1,corpus/salon-055.md: ...e things like the Internet as a tool in itself itself. A lot of potential for good. Some peop...
hey,1,corpus/salon-055.md: ...be.com/watch?v=sfMxOAC97Yo&t=1907s)  Hi hey hey hi so I'm just gonna I had some thought...
exact,1,corpus/salon-055.md: ... no fear uncertainty and doubt it's the exact exact opposite is you should lean into that a...
divorced,1,corpus/salon-056.md: ... the Mediterranean area. My mom and dad divorced divorced when I was about two years old. So back...
tinting,1,"corpus/salon-056.md: ...asses that's not tinted there's a light tinting tinting component. But this will be lit, and yo..."
wanted,1,corpus/salon-056.md: ...convene that way. You know I definitely wanted wanted you to be able to present this idea to ...
man,1,corpus/salon-057.md: ...sed fairly frequently to depict average man man in the gray suit. And you also see the ...
sistah,1,corpus/salon-057.md: ... gonna share my screen.  Here we go. ¶¶ Sistah Sistah Melo Thank you. Thank you. It's incredi...
revolved,1,"corpus/salon-057.md: ...during the pandemic, like in 2020, that revolved revolved around. My biking and wearing a mask. A..."
expression,1,corpus/salon-058.md: ...'t know how many people know about text expression expression we're working on that well maybe I can ...
latent,1,"corpus/salon-059.md: ...translation engine.  And, you know, the latent latent space, you know, I mean the, I mean of ..."
knows,1,corpus/salon-059.md: ...cept for the fact that I don't think he knows knows knows enough about Hagel. Oh god. I don...
ann,1,corpus/salon-059.md: ... images. And Patrick and I both started Ann Ann and a bunch of people started with Play...
radically,1,corpus/salon-059.md: ...ealt with this in the past. Photography radically radically changed painting and so did physics. If...
saying,1,"corpus/salon-059.md: ... from some of the things that Gavin was saying saying earlier, part of what's going on here s..."
long,1,corpus/salon-059.md: ...r timing to just show it's a little bit long long too I just wanted to add more comment f...
few,1,"corpus/salon-060.md: ... it. But in this case, I have just very few few lights. But this is the kind of work th..."
normally,1,corpus/salon-060.md: ...ts. But this is the kind of work that I normally normally produce. And these are pretty much.  Av...
immigration,1,corpus/salon-060.md: ... don't like it. This is related to the. Immigration immigration thing. Who is this? I work in a federal...
selecting,1,corpus/salon-060.md: ...hat and I ended up kind of I don't know selecting selecting this avatar that was totally like a spa...
dressed,1,corpus/salon-060.md: ...n suddenly you're in vr and everybody's dressed dressed weird or that first time I was dressed ...
post,1,corpus/salon-060.md: ...used the carousel in instagram when you post post several things and ask people to select...
glass,1,corpus/salon-061.md: ...if it is two-sided I am using a acrylic glass glass box so that they can see both the side ...
piece,1,corpus/salon-063.md: ...in my work that I like the feeling of a piece piece being contained.  So I'll go to another...
n,1,"corpus/salon-063.md: ...l art. And so it's Carla dot Gannis G a N N I S. And it's just a simple event, brig..."
singing,1,corpus/salon-065.md: ...al headdresses and the folk dancing and singing singing mostly and so I'm remembering that when...
acts,1,corpus/salon-065.md: ...'s emergency response plans. Despicable acts Acts of terror. Acts of terror.  Spoken to t...
working,1,"corpus/salon-065.md: ...n work for you? Of taking the photo and working working over them? Well, I think for me, it's s..."
kick,1,corpus/salon-067.md: ... do you feel like you'd like to kind of kick kick the discussion off or not. Colin Goldbe...
single,1,corpus/salon-067.md: ...y feeding it the whole library of every single single Star Wars film ever created. And then i...
stop,1,corpus/salon-067.md: ... lips and boobs and tiny waist and legs stop stop no one gets old on the internet right l...
night,1,corpus/salon-067.md: ...lit of all the different paintings that night night cafe mixed together. And I don't even r...
apart,1,corpus/salon-068.md: ... I tried to take some of the highlights apart apart although I did post the link to it in b...
indian,1,"corpus/salon-068.md: ...ht on Facebook and a little story of an Indian Indian comedian. And I was like, oh, I'm going..."
mcdonald's,1,"corpus/salon-068.md: ...mospheric Research, and I cut them with McDonald's McDonald's ad, where they're like, they had like, ..."
original,1,corpus/salon-068.md: ...e you on this even though he wasn't the original original but it's good enough. And is that discu...
patrick,1,corpus/salon-068.md: ...at might be something cool and I'm sure patrick Patrick has a bunch of stuff.  I have a couple ...
philosophical,1,"corpus/salon-070.md: ...en know things.  And that's a kind of a philosophical philosophical thing but I was like well, a lot of our..."
pixel,1,corpus/salon-070.md: ...to have that versatility and I need the pixel pixel power there to do it so it might be 720...
suggested,1,corpus/salon-071.md: ...e such themes through the art so Renata suggested suggested that I approach the group as a social s...
breton,1,corpus/salon-071.md: ...hings like this surrealist manifesto by Breton Breton I guess not sure exactly the best way t...
german,1,corpus/salon-071.md: ...mething that was invented by the artist German German artist Joseph boys is also one of the f...
loved,1,corpus/salon-073.md: ...eak to me. This was also an alleyway. I loved loved the windows on this building how they r...
balance,1,"corpus/salon-073.md: ...ind of the balance I'm going for is off balance balance. Thank you. As always, Karen, your work..."
took,1,corpus/salon-073.md: ...tages of the pandemic when this kind of took took root two years ago or so now and where ...
life,1,corpus/salon-074.md: ...ial. This is. Coding animation. This is life life and brain rendering piece. That is real...
major,1,corpus/salon-075.md: ...ties. But stylistically. I've made some major major changes here. And for me. Once again. T...
sort,1,corpus/salon-075.md: ...e Polycast recently. And Patrick Lichty sort sort of came up with this idea of Techspress...
dry,1,corpus/salon-075.md: ... more solid but yet I like that sort of dry dry brush look where you can see see throug...
ambiguous,1,corpus/salon-075.md: ...ternal like as in blood but so you know ambiguous ambiguous in different ways and not so completely...
ready,1,corpus/salon-075.md: ...it's on YouTube yeah okay Tommy are you ready ready to share your news today oops you there...
ny,1,corpus/salon-076.md: ...2883   - name: Tommy Mintz     country: NY NY USA     start: 3916 transcript_source: ...
encompasses,1,corpus/salon-076.md: ...o have come down from this and I didn't encompasses encompasses glitch art. I don't know. There was als...
